total_return,annual_return,max_drawdown,sharpe,calmar,win_rate,trades,MA_TREND,STOP_LOSS_PCT,TRAILING_STOP_PCT,MAX_DRAWDOWN_LIMIT,PROFIT_TARGET_1,PROFIT_TARGET_2,PROFIT_TARGET_3,RSI_OVERBOUGHT,MACD_SELL_RSI_MIN,MACD_BUY_ENABLED,SELL_COOLDOWN_BARS,MA_FAST,MA_SLOW,POSITION_PCT,MAX_POSITION_PCT,MAX_TOTAL_POS_PCT,MIN_CASH_RESERVE
-22.184878692000094,-5.864227086540685,-32.332835460137346,-0.556170307787625,-0.18137064080787474,53.17460317460318,423,0,0.05,0.12,0.15,0.06,0.15,0.25,90,55,False,3,10,20,0.6,0.4,0.95,0.05
-22.201419990400026,-5.869048513181607,-35.66071599632968,-0.5317095749500474,-0.16458022081737422,56.060606060606055,429,0,0.07,0.1,0.2,0.08,0.1,0.18,90,65,False,5,10,20,0.6,0.4,0.95,0.05
-22.203178800559986,-5.8695612136356985,-31.91311223713137,-0.5519173019444655,-0.18392318398850424,51.45228215767634,412,0,0.05,0.1,0.15,0.08,0.15,0.25,90,55,False,2,10,20,0.6,0.4,0.95,0.05
-22.208131400780033,-5.871004964406024,-34.667750037220976,-0.5454107661842693,-0.16935062004608398,56.776556776556774,438,30,0.07,0.1,0.15,0.04,0.12,0.22,90,65,False,5,10,20,0.6,0.4,0.95,0.05
-22.24140501232005,-5.880706487160747,-38.9544417700316,-0.561729096258502,-0.15096369553638136,59.80707395498393,484,0,0.07,0.08,0.25,0.06,0.1,0.18,85,65,False,2,10,20,0.6,0.4,0.95,0.05
-22.250987700400003,-5.8835010774882175,-31.74013723001275,-0.5527524156169108,-0.18536470194983637,58.214285714285715,454,30,0.07,0.1,0.15,0.08,0.1,0.25,85,55,False,2,10,20,0.6,0.4,0.95,0.05
-22.29112190622003,-5.895208219634851,-36.07550479778763,-0.5594081357655618,-0.1634130486234078,56.678700361010826,446,30,0.07,0.08,0.25,0.08,0.12,0.22,85,75,False,3,10,20,0.6,0.4,0.95,0.05
-22.30762629186001,-5.90002387838966,-38.156122666808265,-0.5415040826118621,-0.15462849645155502,57.14285714285714,458,0,0.07,0.1,0.25,0.08,0.12,0.18,85,75,False,2,10,20,0.6,0.4,0.95,0.05
-22.330644205679988,-5.906741354866984,-37.378308388410616,-0.5518103205646269,-0.1580259142144166,61.198738170347,486,30,0.05,0.12,0.25,0.06,0.15,0.25,80,75,False,3,10,20,0.6,0.4,0.95,0.05
-22.383312332400003,-5.922117544022242,-35.93024539800845,-0.5725990040807001,-0.16482263002719416,60.85626911314985,504,30,0.08,0.08,0.25,0.08,0.1,0.25,80,75,False,2,10,20,0.6,0.4,0.95,0.05
