MA_FAST,MA_SLOW,MA_TREND,POSITION_PCT,MAX_POSITION_PCT,SELL_COOLDOWN_BARS,STOP_LOSS_PCT,PARTIAL_PROFIT_ENABLED,MACD_BUY_ENABLED,total_return,max_drawdown,sharpe,trades
5,20,0,0.7,0.2,2,0.15,False,True,52.96691781946006,-11.37306838773727,1.014558888163873,347
10,30,0,0.9,0.3,2,0.2,False,True,52.672331199499965,-12.712675691309972,0.9169330131275408,138
5,30,0,0.9,0.2,3,0.15,False,True,52.50887213234008,-12.728202275487904,1.0451521063862503,189
5,30,0,0.8,0.2,3,0.12,False,True,52.50887213234008,-12.728202275487904,1.0451521063862503,189
5,30,0,0.9,0.2,3,0.2,False,True,52.50887213234008,-12.728202275487904,1.0451521063862503,189
5,30,0,0.8,0.2,3,0.2,False,True,52.50887213234008,-12.728202275487904,1.0451521063862503,189
5,30,0,0.8,0.2,3,0.15,False,True,52.50887213234008,-12.728202275487904,1.0451521063862503,189
5,30,0,0.9,0.2,3,0.12,False,True,52.50887213234008,-12.728202275487904,1.0451521063862503,189
5,20,0,0.7,0.2,3,0.15,False,True,52.41442019010007,-10.896720904746546,1.0066203316570408,334
5,20,0,0.7,0.2,3,0.2,False,True,52.41442019010007,-10.896720904746546,1.0066203316570408,334
5,30,0,0.7,0.35,2,0.12,False,True,52.35838338194001,-11.647943646657541,0.9562113969149592,172
10,30,0,0.9,0.3,3,0.2,False,True,52.19011533015995,-12.712675691309972,0.9086956427009866,136
5,30,0,0.7,0.35,2,0.15,False,True,52.145732460759994,-12.44833189788474,0.9480802030787071,169
5,30,0,0.7,0.35,2,0.2,False,True,52.145732460759994,-12.44833189788474,0.9480802030787071,169
10,30,0,0.9,0.3,3,0.15,False,True,51.741120488419945,-12.712675691309972,0.9025642151702178,137
10,30,0,0.9,0.3,3,0.12,False,True,51.741120488419945,-12.712675691309972,0.9025642151702178,137
5,30,0,0.8,0.2,2,0.12,False,True,51.73163350856004,-12.43822249242285,1.0275327721558647,199
5,30,0,0.8,0.2,2,0.15,False,True,51.73163350856004,-12.43822249242285,1.0275327721558647,199
5,30,0,0.9,0.2,2,0.2,False,True,51.73163350856004,-12.43822249242285,1.0275327721558647,199
5,30,0,0.9,0.2,2,0.12,False,True,51.73163350856004,-12.43822249242285,1.0275327721558647,199
5,30,0,0.9,0.2,2,0.15,False,True,51.73163350856004,-12.43822249242285,1.0275327721558647,199
5,30,0,0.8,0.2,2,0.2,False,True,51.73163350856004,-12.43822249242285,1.0275327721558647,199
5,30,0,0.8,0.25,2,0.15,False,True,51.556993334620074,-11.688682695453013,1.0237384171205697,173
5,30,0,0.8,0.25,2,0.12,False,True,51.556993334620074,-11.688682695453013,1.0237384171205697,173
5,30,0,0.8,0.25,2,0.2,False,True,51.556993334620074,-11.688682695453013,1.0237384171205697,173
5,30,0,0.9,0.25,2,0.12,False,True,51.38428880006005,-11.705888551838274,1.020319560622846,171
5,30,0,0.9,0.25,2,0.15,False,True,51.38428880006005,-11.705888551838274,1.020319560622846,171
5,30,0,0.9,0.25,2,0.2,False,True,51.38428880006005,-11.705888551838274,1.020319560622846,171
5,20,0,0.8,0.25,3,0.15,False,True,51.37921437790003,-11.0800545842333,0.9627908499149098,309
5,20,0,0.8,0.25,3,0.2,False,True,51.37921437790003,-11.0800545842333,0.9627908499149098,309
10,30,0,0.9,0.3,2,0.12,False,True,51.37136684927992,-12.712675691309972,0.8976195295753173,138
10,30,0,0.9,0.3,2,0.15,False,True,51.37136684927992,-12.712675691309972,0.8976195295753173,138
5,30,0,0.7,0.2,2,0.2,False,True,51.03178844200005,-12.194575335630288,1.0152419344034243,207
5,30,0,0.7,0.2,2,0.12,False,True,51.03178844200005,-12.194575335630288,1.0152419344034243,207
5,30,0,0.7,0.2,2,0.15,False,True,51.03178844200005,-12.194575335630288,1.0152419344034243,207
5,20,0,0.9,0.2,2,0.15,False,True,50.57007201898001,-11.457594045053671,0.9714037263959234,321
5,20,0,0.8,0.2,2,0.2,False,True,50.57007201898001,-11.457594045053671,0.9714037263959234,321
5,20,0,0.9,0.2,2,0.2,False,True,50.57007201898001,-11.457594045053671,0.9714037263959234,321
5,20,0,0.8,0.2,2,0.15,False,True,50.57007201898001,-11.457594045053671,0.9714037263959234,321
5,30,0,0.7,0.2,3,0.12,False,True,50.092788792880015,-13.42855930024294,1.0035612704318033,197
5,30,0,0.7,0.2,3,0.15,False,True,50.092788792880015,-13.42855930024294,1.0035612704318033,197
