VOL_CONFIRM_RATIO,RSI_BUY_MAX,SURGE_MAX_PCT,SELL_COOLDOWN_BARS,total_return,annual_return,max_drawdown,sharpe,trades,win_rate,final_value
0.3,85,0.15,2,0.4708884588720007,0.19597259030754155,-0.12858835765566612,0.8952343587715972,177,0.5670103092783505,1470888.4588720007
0.0,100,0.15,2,0.4708884588720007,0.19597259030754155,-0.12858835765566612,0.8952343587715972,177,0.5670103092783505,1470888.4588720007
0.3,100,0.15,2,0.4708884588720007,0.19597259030754155,-0.12858835765566612,0.8952343587715972,177,0.5670103092783505,1470888.4588720007
0.5,75,0.1,3,0.46630825107240004,0.19424393739434054,-0.12654656796582275,0.8980941149542799,174,0.5729166666666666,1466308.2510724
0.5,85,0.1,3,0.46630825107240004,0.19424393739434054,-0.12654656796582275,0.8980941149542799,174,0.5729166666666666,1466308.2510724
0.5,80,0.1,3,0.46630825107240004,0.19424393739434054,-0.12654656796582275,0.8980941149542799,174,0.5729166666666666,1466308.2510724
0.5,100,0.1,3,0.46630825107240004,0.19424393739434054,-0.12654656796582275,0.8980941149542799,174,0.5729166666666666,1466308.2510724
0.5,85,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.0,75,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.5,100,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.5,75,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.3,100,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.5,80,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.0,80,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.3,85,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.3,80,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.0,85,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.3,75,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.0,100,0.1,5,0.46259048456059954,0.1928386552906114,-0.14742964310049106,0.8965243722365511,167,0.5494505494505495,1462590.4845605996
0.0,70,0.3,3,0.4581587081927999,0.19116097906516538,-0.10883173618893485,0.8958972821935509,173,0.5578947368421052,1458158.7081928
0.0,75,0.0,3,0.4581587081927999,0.19116097906516538,-0.10883173618893485,0.8958972821935509,173,0.5578947368421052,1458158.7081928
0.0,100,0.3,3,0.4581587081927999,0.19116097906516538,-0.10883173618893485,0.8958972821935509,173,0.5578947368421052,1458158.7081928
0.0,85,0.3,3,0.4581587081927999,0.19116097906516538,-0.10883173618893485,0.8958972821935509,173,0.5578947368421052,1458158.7081928
0.0,85,0.2,3,0.4581587081927999,0.19116097906516538,-0.10883173618893485,0.8958972821935509,173,0.5578947368421052,1458158.7081928
0.0,80,0.0,3,0.4581587081927999,0.19116097906516538,-0.10883173618893485,0.8958972821935509,173,0.5578947368421052,1458158.7081928
0.3,80,0.0,3,0.4581587081927999,0.19116097906516538,-0.10883173618893485,0.8958972821935509,173,0.5578947368421052,1458158.7081928
0.3,75,0.2,3,0.4581587081927999,0.19116097906516538,-0.10883173618893485,0.8958972821935509,173,0.5578947368421052,1458158.7081928
